#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
        1112        1.35    0.177372 0.000634872
        1112        1.45    0.127514 0.000563697
        1112        1.55   0.0879191 0.000460576
        1112        1.65   0.0571987 0.000384935
        1112        1.75   0.0347941 0.000305183
        1112        1.85   0.0202473 0.000236336
        1112        1.95   0.0112023  0.00017393
        1113       -1.95   0.0172516 0.000217006
        1113       -1.85   0.0200467 0.000226347
        1113       -1.75   0.0350458 0.000295856
        1113       -1.65   0.0579218 0.000389838
        1113       -1.55   0.0872318 0.000460208
        1113       -1.45    0.127786  0.00053863
        1113       -1.35    0.177137 0.000656061
        1113       -1.25    0.232429 0.000738742
        1113       -1.15    0.288926 0.000809685
        1113       -1.05    0.340713 0.000869197
        1113       -0.95    0.386003 0.000909985
        1113       -0.85    0.409946  0.00101013
        1113       -0.75    0.421841  0.00101201
        1113       -0.65    0.416467 0.000957956
        1113       -0.55    0.395285 0.000911783
        1113       -0.45    0.368079 0.000882588
        1113       -0.35    0.337343 0.000783638
        1113       -0.25    0.309732 0.000740285
        1113       -0.15    0.288989 0.000724359
        1113       -0.05    0.279624 0.000700305
        1113        0.05     0.27895 0.000677044
        1113        0.15    0.288031 0.000717678
        1113        0.25    0.310233 0.000718086
        1113        0.35     0.33871 0.000795782
        1113        0.45    0.366049 0.000828181
        1113        0.55    0.396168 0.000903333
        1113        0.65     0.41606  0.00099381
        1113        0.75    0.421022 0.000994852
        1113        0.85    0.410846  0.00101012
        1113        0.95    0.381146 0.000963531
        1113        1.05    0.341438 0.000866735
        1113        1.15    0.289462   0.0008091
        1113        1.25    0.231006 0.000703058
        1113        1.35     0.17735 0.000634679
        1113        1.45    0.127522 0.000563243
        1113        1.55   0.0879066 0.000460332
        1113        1.65    0.057212 0.000384819
        1113        1.75   0.0348104 0.000305347
        1113        1.85   0.0202462 0.000236127
        1113        1.95   0.0111995 0.000173797
        1114       -1.95   0.0172504 0.000216814
        1114       -1.85   0.0200413 0.000226208
        1114       -1.75   0.0350557 0.000295754
        1114       -1.65   0.0579336 0.000389665
        1114       -1.55   0.0872433 0.000459937
        1114       -1.45     0.12775  0.00053933
        1114       -1.35    0.177127 0.000655548
        1114       -1.25    0.232443 0.000738211
        1114       -1.15    0.288961 0.000809679
        1114       -1.05    0.340671 0.000869427
        1114       -0.95    0.385993 0.000909222
        1114       -0.85     0.40998   0.0010098
        1114       -0.75    0.421846  0.00101112
        1114       -0.65    0.416446 0.000957328
        1114       -0.55    0.395318  0.00091156
        1114       -0.45    0.368094 0.000881926
        1114       -0.35    0.337337 0.000782962
        1114       -0.25    0.309757 0.000740025
        1114       -0.15    0.288987 0.000723714
        1114       -0.05    0.279628 0.000699693
        1114        0.05    0.278953 0.000676446
        1114        0.15    0.288008 0.000717414
        1114        0.25    0.310235 0.000717446
        1114        0.35    0.338697 0.000795177
        1114        0.45    0.366037 0.000827534
        1114        0.55     0.39614 0.000902956
        1114        0.65     0.41606 0.000992918
        1114        0.75    0.421023 0.000993961
        1114        0.85    0.410811  0.00100984
        1114        0.95    0.381158 0.000962735
        1114        1.05    0.341437 0.000865957
        1114        1.15     0.28944 0.000808671
        1114        1.25    0.231049 0.000703745
        1114        1.35    0.177381 0.000634827
        1114        1.45    0.127521 0.000562739
        1114        1.55   0.0878896 0.000460232
        1114        1.65   0.0572029 0.000384583
        1114        1.75   0.0348061 0.000305104
        1114        1.85   0.0202549 0.000236077
        1114        1.95   0.0112029 0.000173675
        1115       -1.95   0.0172502  0.00021662
        1115       -1.85   0.0200502 0.000226182
        1115       -1.75   0.0350484 0.000295577
        1115       -1.65   0.0579265  0.00038938
        1115       -1.55   0.0872466 0.000459537
        1115       -1.45    0.127761  0.00053894
        1115       -1.35    0.177111 0.000655162
        1115       -1.25     0.23245 0.000737588
        1115       -1.15    0.288933 0.000809429
        1115       -1.05    0.340642 0.000869141
        1115       -0.95    0.386011 0.000908583
        1115       -0.85    0.409962  0.00100905
        1115       -0.75    0.421881  0.00101079
        1115       -0.65    0.416462 0.000956598
        1115       -0.55    0.395325 0.000910769
        1115       -0.45    0.368094 0.000881135
        1115       -0.35    0.337346 0.000782318
        1115       -0.25    0.309726  0.00073998
        1115       -0.15    0.288999 0.000723174
        1115       -0.05    0.279641 0.000699184
        1115        0.05    0.278942 0.000675939
        1115        0.15    0.287991 0.000716973
        1115        0.25    0.310227  0.00071685
        1115        0.35    0.338656 0.000795519
        1115        0.45    0.366039 0.000826796
        1115        0.55    0.396128 0.000902223
        1115        0.65    0.416013 0.000993167
        1115        0.75    0.421086 0.000995048
        1115        0.85    0.410787  0.00100922
        1115        0.95    0.381196 0.000962603
        1115        1.05    0.341463 0.000865559
        1115        1.15    0.289493 0.000809708
        1115        1.25    0.231044 0.000703135
        1115        1.35    0.177388 0.000634305
        1115        1.45    0.127511 0.000562313
        1115        1.55   0.0878744 0.000460068
        1115        1.65   0.0572179 0.000384533
        1115        1.75   0.0347991  0.00030491
        1115        1.85   0.0202457 0.000236044
        1115        1.95   0.0112045 0.000173527
        1116       -1.95   0.0172419 0.000216584
        1116       -1.85   0.0200466 0.000226008
        1116       -1.75   0.0350457 0.000295325
        1116       -1.65   0.0579122 0.000389293
        1116       -1.55   0.0872509 0.000459145
        1116       -1.45    0.127756 0.000538474
        1116       -1.35    0.177099  0.00065468
        1116       -1.25    0.232453 0.000736931
        1116       -1.15    0.288935 0.000808708
        1116       -1.05    0.340634 0.000868405
        1116       -0.95    0.386031 0.000908003
        1116       -0.85    0.409949  0.00100823
        1116       -0.75    0.421857  0.00101017
        1116       -0.65    0.416443 0.000955935
        1116       -0.55    0.395323 0.000909955
        1116       -0.45    0.368115 0.000880585
        1116       -0.35    0.337352  0.00078164
        1116       -0.25    0.309746 0.000739586
        1116       -0.15    0.289026 0.000723026
        1116       -0.05    0.279632 0.000698622
        1116        0.05    0.278927 0.000675484
        1116        0.15    0.287996 0.000716351
        1116        0.25    0.310209 0.000716437
        1116        0.35    0.338636 0.000795043
        1116        0.45    0.366053 0.000826164
        1116        0.55    0.396138 0.000901467
        1116        0.65    0.416023 0.000992335
        1116        0.75    0.421125   0.0009949
        1116        0.85    0.410772  0.00100843
        1116        0.95    0.381164 0.000962257
        1116        1.05    0.341457 0.000864803
        1116        1.15    0.289493 0.000808983
        1116        1.25    0.231044 0.000702505
        1116        1.35    0.177413 0.000634219
        1116        1.45    0.127516 0.000561831
        1116        1.55   0.0878746 0.000459656
        1116        1.65   0.0572177 0.000384188
        1116        1.75    0.034802 0.000304651
        1116        1.85   0.0202536 0.000235963
        1116        1.95    0.011207 0.000173389
        1117       -1.95   0.0172426 0.000216391
        1117       -1.85   0.0200725 0.000227288
        1117       -1.75   0.0350573 0.000295288
        1117       -1.65   0.0579212 0.000389049
        1117       -1.55   0.0872498 0.000458735
        1117       -1.45    0.127741 0.000538201
        1117       -1.35     0.17708 0.000654393
        1117       -1.25    0.232466 0.000736386
        1117       -1.15    0.288887 0.000809424
        1117       -1.05    0.340622 0.000867702
        1117       -0.95    0.386009 0.000907466
        1117       -0.85    0.410031  0.00101069
        1117       -0.75    0.421811   0.0010103
        1117       -0.65    0.416413 0.000955548
        1117       -0.55    0.395341 0.000909329
        1117       -0.45      0.3681 0.000879915
        1117       -0.35    0.337353  0.00078094
        1117       -0.25    0.309785 0.000739937
        1117       -0.15     0.28903 0.000722392
        1117       -0.05    0.279616 0.000698175
        1117        0.05    0.278932 0.000674895
        1117        0.15    0.287977  0.00071598
        1117        0.25    0.310229 0.000716086
        1117        0.35    0.338635 0.000794332
        1117        0.45    0.366085 0.000826051
        1117        0.55    0.396148 0.000900712
        1117        0.65    0.416032 0.000991487
        1117        0.75     0.42118  0.00099555
        1117        0.85    0.410764  0.00100756
        1117        0.95    0.381125 0.000962171
        1117        1.05    0.341457 0.000864029
        1117        1.15    0.289475 0.000808447
        1117        1.25    0.231013 0.000702537
        1117        1.35    0.177411 0.000633655
        1117        1.45    0.127519 0.000561336
        1117        1.55   0.0878684 0.000459286
        1117        1.65   0.0572301 0.000384042
        1117        1.75   0.0347968 0.000304422
        1117        1.85   0.0202516  0.00023576
        1117        1.95   0.0112059 0.000173237
        1118       -1.95   0.0172397 0.000216217
        1118       -1.85   0.0200787 0.000227169
        1118       -1.75   0.0350519 0.000295074
        1118       -1.65   0.0579168 0.000388726
